"ID","item","lifestyle","retirementtype","budgetperweek","category","startdate","enddate"
574,108,2,1,0.46,9,2023-03-01,2023-06-30
575,22,1,2,41.2,1,2023-07-01,2023-08-31
576,22,2,2,41.12,1,2023-07-01,2023-08-31
577,22,1,1,38.5,1,2023-07-01,2023-08-31
578,22,2,1,32.35,1,2023-07-01,2023-08-31
579,23,1,2,44.53,1,2023-07-01,2023-08-31
580,23,2,2,40.67,1,2023-07-01,2023-08-31
581,23,1,1,44.53,1,2023-07-01,2023-08-31
582,23,2,1,38.32,1,2023-07-01,2023-08-31
583,24,1,2,26.5,1,2023-07-01,2023-08-31
584,24,2,2,26.5,1,2023-07-01,2023-08-31
585,24,1,1,22.81,1,2023-07-01,2023-08-31
586,24,2,1,22.81,1,2023-07-01,2023-08-31
587,25,1,2,7.84,1,2023-07-01,2023-08-31
588,25,2,2,0.0,1,2023-07-01,2023-08-31
589,25,1,1,7.84,1,2023-07-01,2023-08-31
590,25,2,1,0.0,1,2023-07-01,2023-08-31
591,26,1,2,23.51,1,2023-07-01,2023-08-31
592,26,2,2,23.51,1,2023-07-01,2023-08-31
593,26,1,1,23.51,1,2023-07-01,2023-08-31
594,26,2,1,23.51,1,2023-07-01,2023-08-31
595,27,1,2,63.04,2,2023-07-01,2023-08-31
596,27,2,2,53.89,2,2023-07-01,2023-08-31
597,27,1,1,50.83,2,2023-07-01,2023-08-31
598,27,2,1,40.12,2,2023-07-01,2023-08-31
599,28,1,2,245.07,3,2023-07-01,2023-08-31
600,28,2,2,202.18,3,2023-07-01,2023-08-31
601,28,1,1,141.0,3,2023-07-01,2023-08-31
602,28,2,1,109.06,3,2023-07-01,2023-08-31
603,85,1,2,29.66,4,2023-07-01,2023-08-31
604,85,2,2,20.53,4,2023-07-01,2023-08-31
605,85,1,1,22.79,4,2023-07-01,2023-08-31
606,85,2,1,18.12,4,2023-07-01,2023-08-31
607,86,1,2,30.79,5,2023-07-01,2023-08-31
608,86,2,2,18.4,5,2023-07-01,2023-08-31
609,86,1,1,23.6,5,2023-07-01,2023-08-31
610,86,2,1,18.4,5,2023-07-01,2023-08-31
611,87,1,2,7.57,5,2023-07-01,2023-08-31
612,87,2,2,7.25,5,2023-07-01,2023-08-31
613,87,1,1,5.41,5,2023-07-01,2023-08-31
614,87,2,1,5.18,5,2023-07-01,2023-08-31
615,88,1,2,26.65,5,2023-07-01,2023-08-31
616,88,2,2,11.79,5,2023-07-01,2023-08-31
617,88,1,1,17.36,5,2023-07-01,2023-08-31
618,88,2,1,7.01,5,2023-07-01,2023-08-31
619,89,1,2,9.36,5,2023-07-01,2023-08-31
620,89,2,2,2.74,5,2023-07-01,2023-08-31
621,89,1,1,9.14,5,2023-07-01,2023-08-31
622,89,2,1,2.74,5,2023-07-01,2023-08-31
623,90,1,2,5.04,5,2023-07-01,2023-08-31
624,90,1,1,5.04,5,2023-07-01,2023-08-31
625,90,2,1,2.84,5,2023-07-01,2023-08-31
626,91,1,2,18.35,5,2023-07-01,2023-08-31
627,91,2,2,3.01,5,2023-07-01,2023-08-31
628,91,1,1,16.94,5,2023-07-01,2023-08-31
629,91,2,1,3.01,5,2023-07-01,2023-08-31
630,92,1,2,7.87,5,2023-07-01,2023-08-31
631,92,1,1,7.87,5,2023-07-01,2023-08-31
632,92,2,1,0.0,5,2023-07-01,2023-08-31
633,94,1,2,188.77,7,2023-07-01,2023-08-31
634,94,2,2,111.39,7,2023-07-01,2023-08-31
635,94,1,1,176.64,7,2023-07-01,2023-08-31
636,94,2,1,107.02,7,2023-07-01,2023-08-31
637,95,1,2,5.49,7,2023-07-01,2023-08-31
638,95,2,2,5.49,7,2023-07-01,2023-08-31
639,95,1,1,2.79,7,2023-07-01,2023-08-31
640,95,2,1,2.79,7,2023-07-01,2023-08-31
641,96,1,2,93.52,8,2023-07-01,2023-08-31
642,96,2,2,35.74,8,2023-07-01,2023-08-31
643,96,1,1,46.75,8,2023-07-01,2023-08-31
644,96,2,1,17.87,8,2023-07-01,2023-08-31
645,97,1,2,47.86,8,2023-07-01,2023-08-31
646,97,2,2,23.93,8,2023-07-01,2023-08-31
647,97,1,1,27.55,8,2023-07-01,2023-08-31
648,97,2,1,13.77,8,2023-07-01,2023-08-31
649,98,1,2,64.57,8,2023-07-01,2023-08-31
650,98,2,2,47.75,8,2023-07-01,2023-08-31
651,98,1,1,35.82,8,2023-07-01,2023-08-31
652,98,2,1,23.88,8,2023-07-01,2023-08-31
653,99,1,2,5.95,8,2023-07-01,2023-08-31
654,99,2,2,0.0,8,2023-07-01,2023-08-31
655,99,1,1,2.97,8,2023-07-01,2023-08-31
656,99,2,1,0.0,8,2023-07-01,2023-08-31
657,100,1,2,6.65,9,2023-07-01,2023-08-31
658,100,2,2,4.43,9,2023-07-01,2023-08-31
659,100,1,1,4.46,9,2023-07-01,2023-08-31
660,100,2,1,3.32,9,2023-07-01,2023-08-31
661,101,1,2,12.03,9,2023-07-01,2023-08-31
662,101,2,2,3.23,9,2023-07-01,2023-08-31
663,101,1,1,12.03,9,2023-07-01,2023-08-31
664,101,2,1,3.23,9,2023-07-01,2023-08-31
665,102,1,2,45.67,9,2023-07-01,2023-08-31
666,102,2,2,25.81,9,2023-07-01,2023-08-31
667,102,1,1,21.88,9,2023-07-01,2023-08-31
668,102,2,1,17.13,9,2023-07-01,2023-08-31
669,103,1,2,96.06,9,2023-07-01,2023-08-31
670,103,2,2,50.32,9,2023-07-01,2023-08-31
671,103,1,1,68.61,9,2023-07-01,2023-08-31
672,103,2,1,29.73,9,2023-07-01,2023-08-31
673,104,1,2,11.09,9,2023-07-01,2023-08-31
674,104,2,2,13.3,9,2023-07-01,2023-08-31
675,104,1,1,6.65,9,2023-07-01,2023-08-31
676,104,2,1,6.65,9,2023-07-01,2023-08-31
677,105,1,2,85.86,9,2023-07-01,2023-08-31
678,105,2,2,60.0,9,2023-07-01,2023-08-31
679,105,1,1,56.41,9,2023-07-01,2023-08-31
680,105,2,1,38.03,9,2023-07-01,2023-08-31
681,106,1,2,37.68,9,2023-07-01,2023-08-31
682,106,2,2,0.0,9,2023-07-01,2023-08-31
683,106,1,1,23.78,9,2023-07-01,2023-08-31
684,106,2,1,0.0,9,2023-07-01,2023-08-31
685,107,1,2,32.28,9,2023-07-01,2023-08-31
686,107,2,2,16.84,9,2023-07-01,2023-08-31
687,107,1,1,23.51,9,2023-07-01,2023-08-31
688,107,2,1,12.52,9,2023-07-01,2023-08-31
689,93,1,2,52.37,6,2023-07-01,2023-08-31
690,93,2,2,40.01,6,2023-07-01,2023-08-31
691,93,1,1,28.12,6,2023-07-01,2023-08-31
692,93,2,1,21.05,6,2023-07-01,2023-08-31
693,108,1,2,1.21,9,2023-07-01,2023-08-31
694,108,2,2,0.46,9,2023-07-01,2023-08-31
695,108,1,1,1.21,9,2023-07-01,2023-08-31
696,108,2,1,0.46,9,2023-07-01,2023-08-31
